SUNK_ID,SUNK_MONTH_NAME,SUNK_DAY_OF_MONTH,SUNK_YEAR,SUNK_MONTH_NUMBER,SUNK_MONTH_YEAR,SUNK_DAY_OF_WEEK_NUMBER,SUNK_DATE_OF_WEEK_NAME,SUNK_DATE,SUNK_NAME_OF_VESSEL,SUNK_TYPE_VESSEL,SUNK_STANDARD_TONNAGE,SUNK_LOCATION,AGENT_NATION,AGENT_TYPES,SUNK_TYPE,SUNK_VESSEL_TYPE,AGENT_GENERAL_TYPE,SUNK_LOCATION_LAT,SUNK_LOCATION_LONG,SUNK_DISTANCE_FROM_TOKYO,SUNK_FULL_LAT,SUNK_FULL_LONG,lat_side,long_side
1922,December,30,1944,12,1944-12-01,4,Wednesday,1944-12-30,COAST DEFENSE VESSEL NO 20,Frigate,"1,000","16-30N, 120-15E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,16.3,120.15,2896.997343,16-30N,120-15E,1,1
1923,December,30,1944,12,1944-12-01,4,Wednesday,1944-12-30,KURETAKE,Old Destroyer,820,"21-00N, 121-24E",United States,Submarine,Sunk,Naval,Submarine,21,121.24,2426.571823,21-00N,121-24E,1,1
1924,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,MATSUEI MARU,Cargo,"1,877","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1925,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,URAKAMI MARU,Converted Submarine Tender,"4,317","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1926,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,TESHIO MARU,Cargo,"2,840","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1927,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,SHINSEI MARU NO 18,Cargo,"2,711","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1928,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,UNYU MARU NO 2,Tanker,634,"7-30N, 134-35E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.35,3203.355927,7-30N,134-35E,1,1
1929,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,SHOSEI MARU,Converted Net Tender,773,"7-50S, 134-30E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,-7.5,134.3,4835.556538,7-50S,134-30E,-1,1
1930,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,AKEBONO MARU,Tanker,"10,182","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1931,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,AMATSU MARU,Tanker,"10,567","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1932,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,ASASHIO MARU,Tanker,"5,111","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1933,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,CHUYO MARU,Cargo,"1,900","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1934,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,GOSHU MARU,Aircraft Ferry,"8,592","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1935,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,GOZAN MARU,Cargo,"3,213","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1936,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,HOKUTAI MARU,Cargo,"5,220","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1937,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,IRO,Tanker,"6,500","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1938,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,KAMIKAZE MARU,Motor Torpedo Boat Tender,"4,916","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1939,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,KIBI MARU,Cargo,"2,961","7-19N, 134-28E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.19,134.28,3216.651308,7-19N,134-28E,1,1
1940,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,KIBI MARU,Cargo,"2,759","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1941,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,NISSHO MARU NO 5,Converted Net Tender,783,"7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1942,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,OSE,Tanker,"7,987","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1943,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,RAIZAN MARU,Cargo,"2,813","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1944,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,RYUKO MARU,Passenger-Cargo,"2,764","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1945,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,SATA,Tanker,"6,500","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1946,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,NAGISAN MARU,Passenger-Cargo,"4,391","7-30N, 134-30E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.3,134.3,3204.224871,7-30N,134-30E,1,1
1947,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,ATLANTIC MARU,Cargo,"5,873","12-15N, 145-42E",United States,Submarine,Sunk,Maritime,Submarine,12.15,145.42,2680.106654,12-15N,145-42E,1,1
1948,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,IKUSHIMA MARU,Cargo,"3,943","20-42N, 143-00E",United States,Submarine,Sunk,Maritime,Submarine,20.42,143,1728.395288,20-42N,143-00E,1,1
1949,March,30,1944,3,1944-03-01,4,Wednesday,1944-03-30,FUJIKAWA MARU,Cargo,"2,829","1-56N, 133-00E",United States,Submarine,Sunk,Maritime,Submarine,1.56,133,3857.402921,1-56N,133-00E,1,1
1950,April,30,1944,4,1944-04-01,4,Wednesday,1944-04-30,HINO MARU NO 2,Converted Gunboat,998,"7-22N, 151-45E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,7.22,151.45,3384.846405,7-22N,151-45E,1,1
1951,April,30,1944,4,1944-04-01,4,Wednesday,1944-04-30,NITTATSU MARU,Cargo,"2,859","19-11N, 119-10E",United States,Submarine,Sunk,Maritime,Submarine,19.11,119.1,2732.888481,19-11N,119-10E,1,1
1952,May,30,1944,5,1944-05-01,4,Wednesday,1944-05-30,SHIGA MARU,Cargo,742,"33-15N, 134-11E",United States,Submarine,Sunk,Maritime,Submarine,33.15,134.11,584.4429448,33-15N,134-11E,1,1
1953,May,30,1944,5,1944-05-01,4,Wednesday,1944-05-30,SHISEN MARU,Cargo,"2,201","24-30N, 122-30E",United States,Submarine,Sunk,Maritime,Submarine,24.3,122.3,2093.97117,24-30N,122-30E,1,1
1954,June,30,1944,6,1944-06-01,4,Wednesday,1944-06-30,HYAKUFUKU MARU,Converted Gunboat,986,"28-22N, 141-17E",United States,Submarine,Sunk,Maritime,Submarine,28.22,141.17,842.244017,28-22N,141-17E,1,1
1955,June,30,1944,6,1944-06-01,4,Wednesday,1944-06-30,NIKKIN MARU,Cargo,"5,705","35-03N, 125-08E",United States,Submarine,Sunk,Maritime,Submarine,35.03,125.08,1325.685828,35-03N,125-08E,1,1
1956,June,30,1944,6,1944-06-01,4,Wednesday,1944-06-30,TSURUSHIMA MARU,Cargo,"4,645","14-25N, 119-47E",United States,Submarine,Sunk,Maritime,Submarine,14.25,119.47,3122.395708,14-25N,119-47E,1,1
1957,June,30,1944,6,1944-06-01,4,Wednesday,1944-06-30,MATSUKAWA MARU,Cargo,"3,825","14-25N, 119-47E",United States,Submarine,Sunk,Maritime,Submarine,14.25,119.47,3122.395708,14-25N,119-47E,1,1
1958,July,30,1944,7,1944-07-01,4,Wednesday,1944-07-30,KOKUYO MARU,Tanker,"10,026","6-03N, 119-54E",United States,Submarine,Sunk,Maritime,Submarine,6.03,119.54,3887.489961,6-03N,119-54E,1,1
1959,August,30,1944,8,1944-08-01,4,Wednesday,1944-08-30,IWAISHIMA MARU,Cargo,695,"33-07N, 119-59E",United States,Army Mine,Sunk,Maritime,Mine,33.07,119.59,1864.062096,33-07N,119-59E,1,1
1960,October,30,1944,10,1944-10-01,4,Wednesday,1944-10-30,KOSHO MARU,Cargo,"2,854","5-50N, 118-07E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,5.5,118.07,4019.571227,5-50N,118-07E,1,1
1961,October,30,1944,10,1944-10-01,4,Wednesday,1944-10-30,NANSHIN MARU NO 8,Tanker,834,"5-50N, 118-07E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,5.5,118.07,4019.571227,5-50N,118-07E,1,1
1962,October,30,1944,10,1944-10-01,4,Wednesday,1944-10-30,TAKANE MARU,Tanker,"10,021","30-14N, 132-50E",United States,Submarine,Sunk,Maritime,Submarine,30.14,132.5,911.22431,30-14N,132-50E,1,1
1963,November,30,1944,11,1944-11-01,4,Wednesday,1944-11-30,KUMANO MARU,Converted Net Tender,872,"1-30N, 103-00E",Great Britain,Submarine*,Sunk,Maritime,Submarine,1.3,103,5378.276019,1-30N,103-00E,1,1
1964,November,30,1944,11,1944-11-01,4,Wednesday,1944-11-30,DAIREN MARU,Transport,"3,748","38-06N, 124-39E",United States,Submarine,Sunk,Maritime,Submarine,38.06,124.39,1384.522757,38-06N,124-39E,1,1
1965,December,30,1944,12,1944-12-01,4,Wednesday,1944-12-30,AOBASAN MARU,Cargo,"8,811","17-18N, 119-25E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,17.18,119.25,2882.051427,17-18N,119-25E,1,1
1966,December,30,1944,12,1944-12-01,4,Wednesday,1944-12-30,MURORAN MARU,Cargo,"5,374","17-18N, 119-25E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,17.18,119.25,2882.051427,17-18N,119-25E,1,1
1967,December,30,1944,12,1944-12-01,4,Wednesday,1944-12-30,TEIKAI MARU,Cargo,"7,691","17-18N, 119-25E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,17.18,119.25,2882.051427,17-18N,119-25E,1,1
1968,August,31,1944,8,1944-08-01,4,Wednesday,1944-08-31,SHIRATAKA,Minelayer,"1,345","21-05N, 121-26E",United States,Submarine,Sunk,Naval,Submarine,21.05,121.26,2421.121231,21-05N,121-26E,1,1
1969,October,31,1944,10,1944-10-01,4,Wednesday,1944-10-31,KAIYO NO 6,District Craft,100,"32-50N, 134-21E",United States,Submarine,Sunk,Naval,Submarine,32.5,134.21,616.6286117,32-50N,134-21E,1,1
1970,May,31,1944,5,1944-05-01,4,Wednesday,1944-05-31,HOKUYO MARU,Cargo,"1,590","48-00N, 153-00E",United States,Submarine,Sunk,Maritime,Submarine,48,153,1752.371255,48-00N,153-00E,1,1
1971,May,31,1944,5,1944-05-01,4,Wednesday,1944-05-31,KOTO MARU,Cargo,"1,053","47-52N, 151-02E",United States,Submarine,Sunk,Maritime,Submarine,47.52,151.02,1614.272794,47-52N,151-02E,1,1
1972,May,31,1944,5,1944-05-01,4,Wednesday,1944-05-31,MADRAS MARU,Passenger-Cargo,"3,802","48-21N, 151-19E",United States,Submarine,Sunk,Maritime,Submarine,48.21,151.19,1681.921629,48-21N,151-19E,1,1
1973,July,31,1944,7,1944-07-01,4,Wednesday,1944-07-31,KOEI MARU,Tanker,"10,238","19-10N, 120-58E",United States,Submarine,Sunk,Maritime,Submarine,19.1,120.58,2628.720672,19-10N,120-58E,1,1
1974,July,31,1944,7,1944-07-01,4,Wednesday,1944-07-31,MANKO MARU,Passenger-Cargo,"4,471","19-10N, 120-58E",United States,Submarine,Sunk,Maritime,Submarine,19.1,120.58,2628.720672,19-10N,120-58E,1,1
1975,July,31,1944,7,1944-07-01,4,Wednesday,1944-07-31,DAKAR MARU,Cargo,"7,169","18-57N, 120-50E",United States,Submarine,Sunk,Maritime,Submarine,18.57,120.5,2678.613887,18-57N,120-50E,1,1
1976,July,31,1944,7,1944-07-01,4,Wednesday,1944-07-31,FUSO MARU,Transport,"8,195","18-57N, 120-50E",United States,Submarine,Sunk,Maritime,Submarine,18.57,120.5,2678.613887,18-57N,120-50E,1,1
1977,July,31,1944,7,1944-07-01,4,Wednesday,1944-07-31,TENSHIN MARU,Tanker,"5,061","8-22N, 116-40E",United States,Submarine,Sunk,Maritime,Submarine,8.22,116.4,3862.848458,8-22N,116-40E,1,1
1978,July,31,1944,7,1944-07-01,4,Wednesday,1944-07-31,YOSHINO MARU,Transport,"8,990","19-10N, 120-58E",United States,Submarine,Sunk,Maritime,Submarine,19.1,120.58,2628.720672,19-10N,120-58E,1,1
1979,August,31,1944,8,1944-08-01,4,Wednesday,1944-08-31,FENGYANG MARU,Passenger-Cargo,"3,977","30-11N, 115-07E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,30.11,115.07,2373.741057,30-11N,115-07E,1,1
1980,August,31,1944,8,1944-08-01,4,Wednesday,1944-08-31,TOKUHEI MARU,Cargo,"3,439","30-11N, 115-07E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,30.11,115.07,2373.741057,30-11N,115-07E,1,1
1981,August,31,1944,8,1944-08-01,4,Wednesday,1944-08-31,CHIYODA MARU,Tanker,"4,700","21-21N, 121-06E",United States,Submarine,Sunk,Maritime,Submarine,21.21,121.06,2422.769452,21-21N,121-06E,1,1
1982,August,31,1944,8,1944-08-01,4,Wednesday,1944-08-31,OKUNI MARU,Cargo,5.633,"21-14N, 121-22E",United States,Submarine,Sunk,Maritime,Submarine,21.14,121.22,2416.789434,21-14N,121-22E,1,1
1983,October,31,1944,10,1944-10-01,4,Wednesday,1944-10-31,KOMEI MARU,Cargo,"2,857","15-17N, 119-49E",United States,Submarine,Sunk,Maritime,Submarine,15.17,119.49,3039.52936,15-17N,119-49E,1,1
1984,October,31,1944,10,1944-10-01,4,Wednesday,1944-10-31,PACIFIC MARU,Passenger-Cargo,"5,872","15-17N, 119-49E",United States,Submarine,Sunk,Maritime,Submarine,15.17,119.49,3039.52936,15-17N,119-49E,1,1
1985,December,31,1944,12,1944-12-01,4,Wednesday,1944-12-31,UNRYU MARU,Cargo,"2,515","11-40N, 93-15E",Great Britain,Submarine,Sunk,Maritime,Submarine,11.4,93.15,5390.129646,11-40N,93-15E,1,1
1986,February,1,1944,2,1944-02-01,4,Wednesday,1944-02-01,RO 39,Submarine,965,"9-24N, 170-32E",United States,Surface Craft,Sunk,Naval,Surface Craft,9.24,170.32,4272.133052,9-24N,170-32E,1,1
1987,February,1,1944,2,1944-02-01,4,Wednesday,1944-02-01,UMIKAZE,Destroyer,"1,580","7-10N, 151-43E",United States,Submarine,Sunk,Naval,Submarine,7.1,151.43,3396.741947,7-10N,151-43E,1,1
1988,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,AJIRO,Special Minelayer,720,"28-11N, 139-30E",United States,Submarine,Sunk,Naval,Submarine,28.11,139.3,843.6579959,28-11N,139-30E,1,1
1989,February,1,1944,2,1944-02-01,4,Wednesday,1944-02-01,TOEI MARU,Cargo,"4,004","4-21N, 143-16E",United States,Submarine,Sunk,Maritime,Submarine,4.21,143.16,3518.489153,4-21N,143-16E,1,1
1990,February,1,1944,2,1944-02-01,4,Wednesday,1944-02-01,TACOMA MARU,Passenger-Cargo,"5,772","1-35N, 128-58E",United States,Submarine,Sunk,Maritime,Submarine,1.35,128.58,3987.044687,1-35N,128-58E,1,1
1991,February,1,1944,2,1944-02-01,4,Wednesday,1944-02-01,NANKA MARU,Cargo,"4,065","1-35N, 128-58E",United States,Submarine,Sunk,Maritime,Submarine,1.35,128.58,3987.044687,1-35N,128-58E,1,1
1992,April,1,1944,4,1944-04-01,4,Wednesday,1944-04-01,MINAMI MARU,Cargo,"2,398","25-56N, 131-18E",United States,Submarine,Sunk,Maritime,Submarine,25.56,131.18,1388.515264,25-56N,131-18E,1,1
1993,May,1,1944,5,1944-05-01,4,Wednesday,1944-05-01,ASOSAN MARU,Cargo,"8,812","7-07N, 129-56E",United States,Submarine,Sunk,Maritime,Submarine,7.07,129.56,3345.69778,7-07N,129-56E,1,1
1994,June,1,1944,6,1944-06-01,4,Wednesday,1944-06-01,TOHO MARU,Cargo,"4,716","18-13N, 141-19E",United States,Submarine,Sunk,Maritime,Submarine,18.13,141.19,1958.158872,18-13N,141-19E,1,1
1995,June,1,1944,6,1944-06-01,4,Wednesday,1944-06-01,IWAKI MARU,Cargo,"3,124","48-00N, 153-00E",United States,Submarine,Sunk,Maritime,Submarine,48,153,1752.371255,48-00N,153-00E,1,1
1996,June,1,1944,6,1944-06-01,4,Wednesday,1944-06-01,HIBURI MARU,Passenger-Cargo,"4,365","48-00N, 153-00E",United States,Submarine,Sunk,Maritime,Submarine,48,153,1752.371255,48-00N,153-00E,1,1
1997,July,1,1944,7,1944-07-01,4,Wednesday,1944-07-01,TAIUN MARU NO 2,Cargo,998,"34-33N, 125-12E",United States,Submarine,Sunk,Maritime,Submarine,34.33,125.12,1334.292272,34-33N,125-12E,1,1
1998,July,1,1944,7,1944-07-01,4,Wednesday,1944-07-01,TAKATORI MARU NO 1,Tanker,878,"34-27N, 123-46E",United States,Submarine,Sunk,Maritime,Submarine,34.27,123.46,1485.368509,34-27N,123-46E,1,1
1999,July,1,1944,7,1944-07-01,4,Wednesday,1944-07-01,NIKKO MARU,Cargo,"3,098","5-39S, 119-28E",United States,Navy Mine,Sunk,Maritime,Mine,-5.39,119.28,5040.392372,5-39S,119-28E,-1,1
2000,August,1,1944,8,1944-08-01,4,Wednesday,1944-08-01,SEIA MARU,Passenger-Cargo,"6,659","1-46S, 125-32E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,-1.46,125.32,4391.893002,1-46S,125-32E,-1,1
2001,September,1,1944,9,1944-09-01,4,Wednesday,1944-09-01,SEKINO MARU,Cargo,997,"1-10N, 122-25E",United States,Navy Land-Based Aircraft,Sunk,Maritime,Aircraft,1.1,122.25,4247.123799,1-10N,122-25E,1,1
2002,September,1,1944,9,1944-09-01,4,Wednesday,1944-09-01,INA MARU,Cargo,853,"30-26N, 140-53E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,30.26,140.53,608.8425739,30-26N,140-53E,1,1
2003,September,1,1944,9,1944-09-01,4,Wednesday,1944-09-01,SURUGA MARU,Cargo,525,"25-45N, 141-29E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,25.45,141.29,1148.837072,25-45N,141-29E,1,1
2004,September,1,1944,9,1944-09-01,4,Wednesday,1944-09-01,NAMBA MARU,Cargo,"2,300","31-10N, 121-50E",United States,Army Mine,Sunk,Maritime,Mine,31.1,121.5,1761.06353,31-10N,121-50E,1,1
2005,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,SEIAN MARU,Passenger-Cargo,"1,990","28-11N, 139-30E",United States,Submarine,Sunk,Maritime,Submarine,28.11,139.3,843.6579959,28-11N,139-30E,1,1
2006,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,TAKUNAN MARU,Cargo,751,"30-32N, 138-17E",United States,Submarine,Sunk,Maritime,Submarine,30.32,138.17,613.6811946,30-32N,138-17E,1,1
2007,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,ZUIYO MARU,Tanker,"7,385","16-15N, 119-43E",United States,Submarine,Sunk,Maritime,Submarine,16.15,119.43,2957.956278,16-15N,119-43E,1,1
2008,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,KYOKUHO MARU,Tanker,"10,059","16-15N, 119-43E",United States,Submarine,Sunk,Maritime,Submarine,16.15,119.43,2957.956278,16-15N,119-43E,1,1
2009,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,KOKUSEI MARU,Cargo,"5,396","6-30N, 116-11E",United States,Submarine,Sunk,Maritime,Submarine,6.3,116.11,4058.219097,6-30N,116-11E,1,1
2010,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,HIGANE MARU,Cargo,"5,320","6-30N, 116-11E",United States,Submarine,Sunk,Maritime,Submarine,6.3,116.11,4058.219097,6-30N,116-11E,1,1
2011,October,1,1944,10,1944-10-01,4,Wednesday,1944-10-01,HIYORI MARU,Cargo,"5,320","6-30N, 116-11E",United States,Submarine,Sunk,Maritime,Submarine,6.3,116.11,4058.219097,6-30N,116-11E,1,1
2012,November,1,1944,11,1944-11-01,4,Wednesday,1944-11-01,HORAI MARU NO 7,Cargo,865,"13-02N, 120-17E",United States,Submarine,Sunk,Maritime,Submarine,13.02,120.17,3189.785572,13-02N,120-17E,1,1
2013,November,1,1944,11,1944-11-01,4,Wednesday,1944-11-01,UNKAI MARU NO 12,Cargo,"2,745","12-54N, 120-10E",United States,Submarine,Sunk,Maritime,Submarine,12.54,120.1,3238.186032,12-54N,120-10E,1,1
2014,November,1,1944,11,1944-11-01,4,Wednesday,1944-11-01,ASAMA MARU,Transport,"16,975","20-09N, 117-38E",United States,Submarine,Sunk,Maritime,Submarine,20.09,117.38,2783.537159,20-09N,117-38E,1,1
2015,January,2,1944,1,1944-01-01,4,Wednesday,1944-01-02,ISSHIN MARU,Tanker,"10,000","29-30N, 128-50E",United States,Submarine,Sunk,Maritime,Submarine,29.3,128.5,1265.974317,29-30N,128-50E,1,1
2016,January,-,1944,1,1944-01-01,4,Wednesday,1944-01-01,I 181,Submarine,"1,630",Off New Guinea,Unknown,Unknown,Sunk,Naval,Unknown,NULL,NULL,NULL,NULL,NULL,-1,-1
2017,January,3,1944,1,1944-01-01,4,Wednesday,1944-01-03,SAISHU MARU,Cargo,"2,082","33-44N, 136-02E",United States,Submarine,Sunk,Maritime,Submarine,33.44,136.02,418.8998061,33-44N,136-02E,1,1
2018,January,3,1944,1,1944-01-01,4,Wednesday,1944-01-03,RYUEI MARU,Tanker,"5,144","8-06N, 112-30E",United States,Submarine,Sunk,Maritime,Submarine,8.06,112.3,4144.019861,8-06N,112-30E,1,1
2019,January,3,1944,1,1944-01-01,4,Wednesday,1944-01-03,BOKUEI MARU,Tanker,"5,135","6-58N, 112-02E",United States,Submarine,Sunk,Maritime,Submarine,6.58,112.02,4293.196458,6-58N,112-02E,1,1
2020,January,4,1944,1,1944-01-01,4,Wednesday,1944-01-04,HEIMEI MARU,Cargo,"4,364","10-10S, 123-35E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-10.1,123.35,5372.72952,10-10S,123-35E,-1,1
2021,January,4,1944,1,1944-01-01,4,Wednesday,1944-01-04,KIYO MARU,Tanker,"7,251","5-46N, 108-36E",United States,Submarine,Sunk,Maritime,Submarine,5.46,108.36,4641.774013,5-46N,108-36E,1,1
2022,January,4,1944,1,1944-01-01,4,Wednesday,1944-01-04,USA MARU,Cargo,"3,943","34-09N, 136-50E",United States,Submarine,Sunk,Maritime,Submarine,34.09,136.5,341.0065302,34-09N,136-50E,1,1
2023,January,4,1944,1,1944-01-01,4,Wednesday,1944-01-04,HAKKO MARU,Tanker,"6,046","7-10N, 108-25E",United States,Submarine,Sunk,Maritime,Submarine,7.1,108.25,4509.906902,7-10N,108-25E,1,1
2024,January,4,1944,1,1944-01-01,4,Wednesday,1944-01-04,TAMON MARU NO 8,Cargo,"2,705","11-05N, 109-10E",United States,Submarine,Sunk,Maritime,Submarine,11.05,109.1,4120.829763,11-05N,109-10E,1,1
2025,January,7,1944,1,1944-01-01,4,Wednesday,1944-01-07,KATSURAGISAN MARU,Cargo,"2,427","7-30N, 151-50E",Japan,Mine,Sunk,Maritime,Mine,7.3,151.5,3378.249325,7-30N,151-50E,1,1
2026,January,7,1944,1,1944-01-01,4,Wednesday,1944-01-07,FUSHIMI MARU NO 3,Tanker,"4,292","9-27N, 117-36E",United States,Submarine,Sunk,Maritime,Submarine,9.27,117.36,3706.969374,9-27N,117-36E,1,1
2027,January,10,1944,1,1944-01-01,4,Wednesday,1944-01-10,YAMABIKO MARU,Converted Salvage Vessel,"6,795","31-28N, 137-44E",United States,Submarine,Sunk,Maritime,Submarine,31.28,137.44,532.8710045,31-28N,137-44E,1,1
2028,January,10,1944,1,1944-01-01,4,Wednesday,1944-01-10,GETSUYO MARU,Cargo,"6,440","27-22N, 127-31E",United States,Submarine,Sunk,Maritime,Submarine,27.22,127.31,1503.065604,27-22N,127-31E,1,1
2029,January,10,1944,1,1944-01-01,4,Wednesday,1944-01-10,ASUKA MARU,Cargo,"7,523","27-35N, 127-30E",United States,Submarine,Sunk,Maritime,Submarine,27.35,127.3,1494.200984,27-35N,127-30E,1,1
2030,January,11,1944,1,1944-01-01,4,Wednesday,1944-01-11,KUMA,Light Cruiser,"5,700","6-00N, 99-00E",Great Britain,Submarine,Sunk,Naval,Submarine,6,99,5300.25686,6-00N,99-00E,1,1
2031,January,11,1944,1,1944-01-01,4,Wednesday,1944-01-11,YAHIKO MARU,Cargo,"5,747","27-10N, 127-28E",United States,Submarine,Sunk,Maritime,Submarine,27.1,127.28,1514.199602,27-10N,127-28E,1,1
2032,January,11,1944,1,1944-01-01,4,Wednesday,1944-01-11,ERIE MARU,Cargo,"5,493","32-56N, 132-02E",United States,Submarine,Sunk,Maritime,Submarine,32.56,132.02,786.8030832,32-56N,132-02E,1,1
2033,January,12,1944,1,1944-01-01,4,Wednesday,1944-01-12,IKUTA MARU,Converted Gunboat,"2,969","8-42N, 167-44E",United States,Navy Land-Based Aircraft,Sunk,Maritime,Aircraft,8.42,167.44,4137.261127,8-42N,167-44E,1,1
2034,January,12,1944,1,1944-01-01,4,Wednesday,1944-01-12,KANJO MARU,Cargo,"2,197","22-37N, 120-15E",United States,Army Mine,Sunk,Maritime,Mine,22.37,120.15,2400.651169,22-37N,120-15E,1,1
